"","Province.State","SNo","ObservationDate","Country.Region","Last.Update","Confirmed","Deaths","Recovered","lat","lng"
"1403","Jiangsu",10900,"04/01/2020","China","2020-04-01 22:04:58",646,0,631,33.1402,119.7889
"1404","Jiangsu",280,"01/28/2020","China","1/28/20 23:00",70,0,1,33.1402,119.7889
"1405","Jiangsu",2492,"02/27/2020","China","2020-02-27T14:13:06",631,0,498,33.1402,119.7889
"1406","Jiangsu",9962,"03/29/2020","China","3/8/20 5:31",644,0,631,33.1402,119.7889
"1407","Jiangsu",569,"02/02/2020","China","2020-02-02T18:03:05",236,0,7,33.1402,119.7889
"1408","Jiangsu",8132,"03/23/2020","China","2020-03-23 23:23:20",633,0,631,33.1402,119.7889
"1409","Jiangsu",3583,"03/06/2020","China","2020-03-06T10:23:03",631,0,594,33.1402,119.7889
"1410","Jiangsu",4529,"03/10/2020","China","2020-03-10T08:13:08",631,0,627,33.1402,119.7889
"1411","Jiangsu",6755,"03/19/2020","China","2020-03-15T01:53:02",631,0,631,33.1402,119.7889
"1412","Jiangsu",2036,"02/22/2020","China","2020-02-22T07:43:03",631,0,401,33.1402,119.7889
"1413","Jiangsu",4737,"03/11/2020","China","2020-03-11T02:18:14",631,0,627,33.1402,119.7889
"1414","Jiangsu",12804,"04/07/2020","China","2020-04-07 23:11:31",651,0,633,33.1402,119.7889
"1415","Jiangsu",1875,"02/20/2020","China","2020-02-20T12:53:02",631,0,356,33.1402,119.7889
"1416","Jiangsu",14086,"04/11/2020","China","2020-04-11 22:52:46",652,0,636,33.1402,119.7889
"1417","Jiangsu",4008,"03/08/2020","China","2020-03-08T09:23:05",631,0,612,33.1402,119.7889
"1418","Jiangsu",7836,"03/22/2020","China","3/8/20 5:31",633,0,631,33.1402,119.7889
"1419","Jiangsu",230,"01/27/2020","China","1/27/20 23:59",47,0,1,33.1402,119.7889
"1420","Jiangsu",9034,"03/26/2020","China","2020-03-26 23:53:24",640,0,631,33.1402,119.7889
"1421","Jiangsu",2206,"02/24/2020","China","2020-02-24T14:53:02",631,0,452,33.1402,119.7889
"1422","Jiangsu",1573,"02/16/2020","China","2020-02-16T09:33:02",617,0,218,33.1402,119.7889
"1423","Jiangsu",55,"01/23/2020","China","1/23/20 17:00",5,0,0,33.1402,119.7889
"1424","Jiangsu",987,"02/08/2020","China","2020-02-08T10:23:04",439,0,51,33.1402,119.7889
"1425","Jiangsu",14726,"04/13/2020","China","2020-04-13 23:15:42",653,0,638,33.1402,119.7889
"1426","Jiangsu",2296,"02/25/2020","China","2020-02-25T00:53:02",631,0,458,33.1402,119.7889
"1427","Jiangsu",141,"01/25/2020","China","1/25/20 17:00",18,0,1,33.1402,119.7889
"1428","Jiangsu",13124,"04/08/2020","China","2020-04-08 22:59:00",651,0,633,33.1402,119.7889
"1429","Jiangsu",5408,"03/14/2020","China","2020-03-13T11:09:03",631,0,630,33.1402,119.7889
"1430","Jiangsu",15046,"04/14/2020","China","2020-04-14 23:41:11",653,0,641,33.1402,119.7889
"1431","Jiangsu",3248,"03/04/2020","China","2020-03-04T12:53:03",631,0,577,33.1402,119.7889
"1432","Jiangsu",1952,"02/21/2020","China","2020-02-21T11:43:01",631,0,373,33.1402,119.7889
"1433","Jiangsu",1060,"02/09/2020","China","2020-02-09T10:23:11",468,0,71,33.1402,119.7889
"1434","Jiangsu",12164,"04/05/2020","China","2020-04-05 23:13:44",651,0,633,33.1402,119.7889
"1435","Jiangsu",7354,"03/21/2020","China","2020-03-15T01:53:02",631,0,631,33.1402,119.7889
"1436","Jiangsu",1648,"02/17/2020","China","2020-02-17T10:23:04",626,0,258,33.1402,119.7889
"1437","Jiangsu",8428,"03/24/2020","China","2020-03-24 23:41:50",636,0,631,33.1402,119.7889
"1438","Jiangsu",9651,"03/28/2020","China","3/8/20 5:31",641,0,631,33.1402,119.7889
"1439","Jiangsu",9341,"03/27/2020","China","2020-03-27 23:27:48",641,0,631,33.1402,119.7889
"1440","Jiangsu",2390,"02/26/2020","China","2020-02-26T10:13:11",631,0,478,33.1402,119.7889
"1441","Jiangsu",8730,"03/25/2020","China","2020-03-25 23:37:49",638,0,631,33.1402,119.7889
"1442","Jiangsu",442,"01/31/2020","China","1/31/2020 23:59",168,0,5,33.1402,119.7889
"1443","Jiangsu",2831,"03/01/2020","China","2020-03-01T10:03:03",631,0,536,33.1402,119.7889
"1444","Jiangsu",2597,"02/28/2020","China","2020-02-28T08:53:03",631,0,515,33.1402,119.7889
"1445","Jiangxi",16967,"04/20/2020","China","2020-04-20 23:44:50",937,1,936,27.0875,114.9042
"1446","Jiangxi",7041,"03/20/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1447","Jiangxi",16327,"04/18/2020","China","2020-04-18 22:40:18",937,1,936,27.0875,114.9042
"1448","Jiangxi",3778,"03/07/2020","China","2020-03-07T01:13:18",935,1,916,27.0875,114.9042
"1449","Jiangxi",1058,"02/09/2020","China","2020-02-09T11:33:12",740,0,73,27.0875,114.9042
"1450","Jiangxi",11216,"04/02/2020","China","4/2/20 8:53",937,1,935,27.0875,114.9042
"1451","Jiangxi",225,"01/27/2020","China","1/27/20 23:59",72,0,2,27.0875,114.9042
"1452","Jiangxi",1130,"02/10/2020","China","2020-02-10T13:53:02",771,1,105,27.0875,114.9042
"1453","Jiangxi",842,"02/06/2020","China","2020-02-06T02:33:01",600,0,37,27.0875,114.9042
"1454","Jiangxi",4732,"03/11/2020","China","2020-03-11T02:18:14",935,1,932,27.0875,114.9042
"1455","Jiangxi",1202,"02/11/2020","China","2020-02-11T14:03:05",804,1,128,27.0875,114.9042
"1456","Jiangxi",986,"02/08/2020","China","2020-02-08T01:23:02",698,0,55,27.0875,114.9042
"1457","Jiangxi",11847,"04/04/2020","China","4/4/20 9:38",937,1,935,27.0875,114.9042
"1458","Jiangxi",18,"01/22/2020","China","1/22/2020 17:00",2,0,0,27.0875,114.9042
"1459","Jiangxi",14407,"04/12/2020","China","2020-04-12 23:25:00",937,1,936,27.0875,114.9042
"1460","Jiangxi",15687,"04/16/2020","China","2020-04-16 23:38:19",937,1,936,27.0875,114.9042
"1461","Jiangxi",2033,"02/22/2020","China","2020-02-22T06:13:05",934,1,555,27.0875,114.9042
"1462","Jiangxi",1348,"02/13/2020","China","2020-02-13T01:13:08",872,1,170,27.0875,114.9042
"1463","Jiangxi",914,"02/07/2020","China","2020-02-07T01:23:02",661,0,45,27.0875,114.9042
"1464","Jiangxi",2117,"02/23/2020","China","2020-02-23T09:23:02",934,1,613,27.0875,114.9042
"1465","Jiangxi",2387,"02/26/2020","China","2020-02-26T01:13:04",934,1,719,27.0875,114.9042
"1466","Jiangxi",16007,"04/17/2020","China","2020-04-17 23:38:48",937,1,936,27.0875,114.9042
"1467","Jiangxi",14087,"04/11/2020","China","2020-04-11 22:52:46",937,1,936,27.0875,114.9042
"1468","Jiangxi",9342,"03/27/2020","China","2020-03-27 23:27:48",936,1,934,27.0875,114.9042
"1469","Jiangxi",93,"01/24/2020","China","1/24/20 17:00",18,0,0,27.0875,114.9042
"1470","Jiangxi",12165,"04/05/2020","China","2020-04-05 23:13:44",937,1,935,27.0875,114.9042
"1471","Jiangxi",1949,"02/21/2020","China","2020-02-21T01:13:05",934,1,489,27.0875,114.9042
"1472","Jiangxi",15367,"04/15/2020","China","2020-04-15 23:04:26",937,1,936,27.0875,114.9042
"1473","Jiangxi",4526,"03/10/2020","China","2020-03-10T01:33:02",935,1,927,27.0875,114.9042
"1474","Jiangxi",634,"02/03/2020","China","2020-02-03T01:33:02",391,0,18,27.0875,114.9042
"1475","Jiangxi",1797,"02/19/2020","China","2020-02-19T01:23:07",934,1,362,27.0875,114.9042
"1476","Jiangxi",5911,"03/16/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1477","Jiangxi",16647,"04/19/2020","China","2020-04-19 23:49:05",937,1,936,27.0875,114.9042
"1478","Jiangxi",11531,"04/03/2020","China","2020-04-03 22:52:45",937,1,935,27.0875,114.9042
"1479","Jiangxi",7343,"03/21/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1480","Jiangxi",4004,"03/08/2020","China","2020-03-08T06:53:04",935,1,919,27.0875,114.9042
"1481","Jiangxi",1422,"02/14/2020","China","2020-02-14T01:13:06",900,1,187,27.0875,114.9042
"1482","Jiangxi",2202,"02/24/2020","China","2020-02-24T01:23:09",934,1,645,27.0875,114.9042
"1483","Jiangxi",6746,"03/19/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1484","Jiangxi",13125,"04/08/2020","China","2020-04-08 22:59:00",937,1,935,27.0875,114.9042
"1485","Jiangxi",9652,"03/28/2020","China","3/8/20 5:31",936,1,934,27.0875,114.9042
"1486","Jiangxi",5650,"03/15/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1487","Jiangxi",10275,"03/30/2020","China","3/8/20 5:31",937,1,935,27.0875,114.9042
"1488","Jiangxi",1275,"02/12/2020","China","2020-02-12T01:23:06",844,1,152,27.0875,114.9042
"1489","Jiangxi",12485,"04/06/2020","China","4/6/20 9:37",937,1,935,27.0875,114.9042
"1490","Jiangxi",56,"01/23/2020","China","1/23/20 17:00",7,0,0,27.0875,114.9042
"1491","Jiangxi",702,"02/04/2020","China","2020-02-04T14:43:02",476,0,20,27.0875,114.9042
"1492","Jiangxi",437,"01/31/2020","China","1/31/2020 23:59",240,0,7,27.0875,114.9042
"1493","Jiangxi",12805,"04/07/2020","China","2020-04-07 23:11:31",937,1,935,27.0875,114.9042
"1494","Jiangxi",15047,"04/14/2020","China","2020-04-14 23:41:11",937,1,936,27.0875,114.9042
"1495","Jiangxi",274,"01/28/2020","China","1/28/20 23:00",109,0,3,27.0875,114.9042
"1496","Jiangxi",4260,"03/09/2020","China","2020-03-09T01:53:01",935,1,923,27.0875,114.9042
"1497","Jiangxi",3405,"03/05/2020","China","2020-03-05T01:16:58",935,1,901,27.0875,114.9042
"1498","Jiangxi",2593,"02/28/2020","China","2020-02-28T01:13:11",935,1,790,27.0875,114.9042
"1499","Jiangxi",1497,"02/15/2020","China","2020-02-15T01:33:02",913,1,210,27.0875,114.9042
"1500","Jiangxi",771,"02/05/2020","China","2020-02-05T01:33:07",548,0,27,27.0875,114.9042
"1501","Jiangxi",329,"01/29/2020","China","1/29/20 19:30",109,0,3,27.0875,114.9042
"1502","Jiangxi",381,"01/30/2020","China","1/30/20 16:00",162,0,5,27.0875,114.9042
"1503","Jiangxi",2293,"02/25/2020","China","2020-02-25T15:03:05",934,1,683,27.0875,114.9042
"1504","Jiangxi",6185,"03/17/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1505","Jiangxi",14727,"04/13/2020","China","2020-04-13 23:15:42",937,1,936,27.0875,114.9042
"1506","Jiangxi",1873,"02/20/2020","China","2020-02-20T05:23:02",934,1,433,27.0875,114.9042
"1507","Jiangxi",3245,"03/04/2020","China","2020-03-04T01:33:07",935,1,884,27.0875,114.9042
"1508","Jiangxi",2488,"02/27/2020","China","2020-02-27T01:43:02",934,1,754,27.0875,114.9042
"1509","Jiangxi",500,"02/01/2020","China","2/1/2020 1:52",286,0,9,27.0875,114.9042
"1510","Jiangxi",182,"01/26/2020","China","1/26/20 16:00",36,0,0,27.0875,114.9042
"1511","Jiangxi",2828,"03/01/2020","China","2020-03-01T01:13:10",935,1,831,27.0875,114.9042
"1512","Jiangxi",9963,"03/29/2020","China","3/8/20 5:31",937,1,934,27.0875,114.9042
"1513","Jiangxi",13445,"04/09/2020","China","2020-04-09 23:09:19",937,1,935,27.0875,114.9042
"1514","Jiangxi",4948,"03/12/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1515","Jiangxi",3094,"03/03/2020","China","2020-03-03T02:03:11",935,1,870,27.0875,114.9042
"1516","Jiangxi",9035,"03/26/2020","China","2020-03-26 23:53:24",936,1,934,27.0875,114.9042
"1517","Jiangxi",8133,"03/23/2020","China","2020-03-23 23:23:20",936,1,934,27.0875,114.9042
"1518","Jiangxi",8429,"03/24/2020","China","2020-03-24 23:41:50",936,1,934,27.0875,114.9042
"1519","Jiangxi",10588,"03/31/2020","China","2020-03-31 23:49:27",937,1,935,27.0875,114.9042
"1520","Jiangxi",5160,"03/13/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1521","Jiangxi",1647,"02/17/2020","China","2020-02-17T01:33:02",930,1,275,27.0875,114.9042
"1522","Jiangxi",1722,"02/18/2020","China","2020-02-18T01:33:01",933,1,310,27.0875,114.9042
"1523","Jiangxi",10901,"04/01/2020","China","2020-04-01 22:04:58",937,1,935,27.0875,114.9042
"1524","Jiangxi",6461,"03/18/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1525","Jiangxi",8731,"03/25/2020","China","2020-03-25 23:37:49",936,1,934,27.0875,114.9042
"1526","Jiangxi",2708,"02/29/2020","China","2020-02-29T01:23:07",935,1,811,27.0875,114.9042
"1527","Jiangxi",3578,"03/06/2020","China","2020-03-06T14:23:04",935,1,909,27.0875,114.9042
"1528","Jiangxi",567,"02/02/2020","China","2020-02-02T18:03:05",333,0,12,27.0875,114.9042
"1529","Jiangxi",5401,"03/14/2020","China","2020-03-12T02:13:04",935,1,934,27.0875,114.9042
"1530","Jiangxi",7837,"03/22/2020","China","3/8/20 5:31",936,1,934,27.0875,114.9042
"1531","Jiangxi",13766,"04/10/2020","China","2020-04-10 23:01:43",937,1,936,27.0875,114.9042
"1532","Jiangxi",2953,"03/02/2020","China","2020-03-02T01:33:02",935,1,850,27.0875,114.9042
"1533","Jiangxi",139,"01/25/2020","China","1/25/20 17:00",18,0,0,27.0875,114.9042
"1534","Jiangxi",1572,"02/16/2020","China","2020-02-16T10:03:06",925,1,240,27.0875,114.9042
"1535","Jilin",1295,"02/12/2020","China","2020-02-12T14:13:08",83,1,22,43.152,126.4371
"1536","Jilin",6537,"03/18/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1537","Jilin",1817,"02/19/2020","China","2020-02-19T06:03:08",90,1,37,43.152,126.4371
"1538","Jilin",2510,"02/27/2020","China","2020-02-27T12:43:02",93,1,67,43.152,126.4371
"1539","Jilin",1895,"02/20/2020","China","2020-02-20T09:43:01",91,1,43,43.152,126.4371
"1540","Jilin",16648,"04/19/2020","China","2020-04-19 23:49:05",104,1,97,43.152,126.4371
"1541","Jilin",1150,"02/10/2020","China","2020-02-10T14:03:05",80,1,13,43.152,126.4371
"1542","Jilin",2315,"02/25/2020","China","2020-02-25T15:23:04",93,1,63,43.152,126.4371
"1543","Jilin",11217,"04/02/2020","China","4/2/20 8:53",98,1,92,43.152,126.4371
"1544","Jilin",460,"01/31/2020","China","1/31/2020 23:59",14,0,1,43.152,126.4371
"1545","Jilin",2409,"02/26/2020","China","2020-02-26T14:13:10",93,1,65,43.152,126.4371
"1546","Jilin",16968,"04/20/2020","China","2020-04-20 23:44:50",104,1,97,43.152,126.4371
"1547","Jilin",1077,"02/09/2020","China","2020-02-09T09:03:04",78,1,12,43.152,126.4371
"1548","Jilin",10589,"03/31/2020","China","2020-03-31 23:49:27",98,1,92,43.152,126.4371
"1549","Jilin",15368,"04/15/2020","China","2020-04-15 23:04:26",102,1,96,43.152,126.4371
"1550","Jilin",10902,"04/01/2020","China","2020-04-01 22:04:58",98,1,92,43.152,126.4371
"1551","Jilin",1368,"02/13/2020","China","2020-02-13T13:33:01",84,1,24,43.152,126.4371
"1552","Jilin",4772,"03/11/2020","China","2020-03-11T02:18:14",93,1,91,43.152,126.4371
"1553","Jilin",5183,"03/13/2020","China","2020-03-13T11:09:03",93,1,91,43.152,126.4371
"1554","Jilin",9964,"03/29/2020","China","3/8/20 5:31",98,1,92,43.152,126.4371
"1555","Jilin",15688,"04/16/2020","China","2020-04-16 23:38:19",102,1,96,43.152,126.4371
"1556","Jilin",245,"01/27/2020","China","1/27/20 23:59",6,0,0,43.152,126.4371
"1557","Jilin",1971,"02/21/2020","China","2020-02-21T10:13:09",91,1,45,43.152,126.4371
"1558","Jilin",1005,"02/08/2020","China","2020-02-08T00:13:04",69,1,4,43.152,126.4371
"1559","Jilin",13767,"04/10/2020","China","2020-04-10 23:01:43",98,1,95,43.152,126.4371
"1560","Jilin",4562,"03/10/2020","China","2020-03-09T14:33:03",93,1,91,43.152,126.4371
"1561","Jilin",791,"02/05/2020","China","2020-02-05T11:03:16",54,0,2,43.152,126.4371
"1562","Jilin",12806,"04/07/2020","China","2020-04-07 23:11:31",98,1,92,43.152,126.4371
"1563","Jilin",14088,"04/11/2020","China","2020-04-11 22:52:46",98,1,96,43.152,126.4371
"1564","Jilin",400,"01/30/2020","China","1/30/20 16:00",14,0,1,43.152,126.4371
"1565","Jilin",2224,"02/24/2020","China","2020-02-24T09:43:02",93,1,60,43.152,126.4371
"1566","Jilin",7136,"03/20/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1567","Jilin",2978,"03/02/2020","China","2020-03-02T15:03:23",93,1,83,43.152,126.4371
"1568","Jilin",4036,"03/08/2020","China","2020-03-06T10:23:03",93,1,90,43.152,126.4371
"1569","Jilin",1742,"02/18/2020","China","2020-02-18T07:43:02",89,1,36,43.152,126.4371
"1570","Jilin",1222,"02/11/2020","China","2020-02-11T08:03:06",81,1,18,43.152,126.4371
"1571","Jilin",1517,"02/15/2020","China","2020-02-15T12:13:08",88,1,26,43.152,126.4371
"1572","Jilin",5455,"03/14/2020","China","2020-03-13T11:09:03",93,1,91,43.152,126.4371
"1573","Jilin",11532,"04/03/2020","China","2020-04-03 22:52:45",98,1,92,43.152,126.4371
"1574","Jilin",2732,"02/29/2020","China","2020-02-29T09:13:10",93,1,75,43.152,126.4371
"1575","Jilin",6838,"03/19/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1576","Jilin",2852,"03/01/2020","China","2020-03-01T09:43:03",93,1,78,43.152,126.4371
"1577","Jilin",2140,"02/23/2020","China","2020-02-23T12:43:02",91,1,54,43.152,126.4371
"1578","Jilin",16328,"04/18/2020","China","2020-04-18 22:40:18",102,1,97,43.152,126.4371
"1579","Jilin",8430,"03/24/2020","China","2020-03-24 23:41:50",93,1,92,43.152,126.4371
"1580","Jilin",3434,"03/05/2020","China","2020-03-05T14:53:03",93,1,88,43.152,126.4371
"1581","Jilin",12166,"04/05/2020","China","2020-04-05 23:13:44",98,1,92,43.152,126.4371
"1582","Jilin",4293,"03/09/2020","China","2020-03-09T14:33:03",93,1,91,43.152,126.4371
"1583","Jilin",13446,"04/09/2020","China","2020-04-09 23:09:19",98,1,93,43.152,126.4371
"1584","Jilin",14408,"04/12/2020","China","2020-04-12 23:25:00",99,1,96,43.152,126.4371
"1585","Jilin",3119,"03/03/2020","China","2020-03-02T15:03:23",93,1,83,43.152,126.4371
"1586","Jilin",12486,"04/06/2020","China","4/6/20 9:37",98,1,92,43.152,126.4371
"1587","Jilin",8134,"03/23/2020","China","2020-03-23 23:23:20",93,1,92,43.152,126.4371
"1588","Jilin",9036,"03/26/2020","China","2020-03-26 23:53:24",95,1,92,43.152,126.4371
"1589","Jilin",1592,"02/16/2020","China","2020-02-16T10:03:06",89,1,30,43.152,126.4371
"1590","Jilin",9343,"03/27/2020","China","2020-03-27 23:27:48",95,1,92,43.152,126.4371
"1591","Jilin",11848,"04/04/2020","China","4/4/20 9:38",98,1,92,43.152,126.4371
"1592","Jilin",1667,"02/17/2020","China","2020-02-17T11:03:06",89,1,34,43.152,126.4371
"1593","Jilin",933,"02/07/2020","China","2020-02-07T00:43:02",65,1,4,43.152,126.4371
"1594","Jilin",13126,"04/08/2020","China","2020-04-08 22:59:00",98,1,93,43.152,126.4371
"1595","Jilin",6253,"03/17/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1596","Jilin",721,"02/04/2020","China","2020-02-04T00:23:05",42,0,1,43.152,126.4371
"1597","Jilin",107,"01/24/2020","China","1/24/20 17:00",3,0,0,43.152,126.4371
"1598","Jilin",2616,"02/28/2020","China","2020-02-28T08:53:03",93,1,73,43.152,126.4371
"1599","Jilin",14728,"04/13/2020","China","2020-04-13 23:15:42",100,1,96,43.152,126.4371
"1600","Jilin",10276,"03/30/2020","China","3/8/20 5:31",98,1,92,43.152,126.4371
"1601","Jilin",3610,"03/06/2020","China","2020-03-06T10:23:03",93,1,90,43.152,126.4371
"1602","Jilin",296,"01/28/2020","China","1/28/20 23:00",8,0,0,43.152,126.4371
"1603","Jilin",3809,"03/07/2020","China","2020-03-06T10:23:03",93,1,90,43.152,126.4371
"1604","Jilin",9653,"03/28/2020","China","3/8/20 5:31",97,1,92,43.152,126.4371
"1605","Jilin",588,"02/02/2020","China","2020-02-02T02:33:02",23,0,1,43.152,126.4371
"1606","Jilin",152,"01/25/2020","China","1/25/20 17:00",4,0,0,43.152,126.4371
"1607","Jilin",199,"01/26/2020","China","1/26/20 16:00",4,0,0,43.152,126.4371
"1608","Jilin",1442,"02/14/2020","China","2020-02-14T00:43:02",86,1,25,43.152,126.4371
"1609","Jilin",8732,"03/25/2020","China","2020-03-25 23:37:49",94,1,92,43.152,126.4371
"1610","Jilin",57,"01/23/2020","China","1/23/20 17:00",1,0,0,43.152,126.4371
"1611","Jilin",3270,"03/04/2020","China","2020-03-04T10:03:19",93,1,86,43.152,126.4371
"1612","Jilin",7447,"03/21/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1613","Jilin",4990,"03/12/2020","China","2020-03-12T23:44:32",93,1,91,43.152,126.4371
"1614","Jilin",5709,"03/15/2020","China","2020-03-13T11:09:03",93,1,91,43.152,126.4371
"1615","Jilin",15048,"04/14/2020","China","2020-04-14 23:41:11",100,1,96,43.152,126.4371
"1616","Jilin",349,"01/29/2020","China","1/29/20 19:30",9,0,0,43.152,126.4371
"1617","Jilin",524,"02/01/2020","China","2/1/2020 1:52",17,0,1,43.152,126.4371
"1618","Jilin",7838,"03/22/2020","China","3/8/20 5:31",93,1,92,43.152,126.4371
"1619","Jilin",5975,"03/16/2020","China","2020-03-16T00:22:10",93,1,92,43.152,126.4371
"1620","Jilin",19,"01/22/2020","China","1/22/2020 17:00",0,0,0,43.152,126.4371
"1621","Jilin",16008,"04/17/2020","China","2020-04-17 23:38:48",102,1,97,43.152,126.4371
"1622","Jilin",2055,"02/22/2020","China","2020-02-22T12:33:04",91,1,52,43.152,126.4371
"1623","Jilin",862,"02/06/2020","China","2020-02-06T14:23:04",59,0,4,43.152,126.4371
"1624","Jilin",654,"02/03/2020","China","2020-02-03T00:53:03",31,0,1,43.152,126.4371
"1625","Liaoning",16971,"04/20/2020","China","2020-04-20 23:44:50",146,2,143,41.9437,122.529
"1626","Liaoning",2053,"02/22/2020","China","2020-02-22T02:23:05",121,1,66,41.9437,122.529
"1627","Liaoning",1292,"02/12/2020","China","2020-02-12T13:33:02",116,1,20,41.9437,122.529
"1628","Liaoning",14411,"04/12/2020","China","2020-04-12 23:25:00",145,2,136,41.9437,122.529
"1629","Liaoning",4559,"03/10/2020","China","2020-03-10T04:13:09",125,1,111,41.9437,122.529
"1630","Liaoning",715,"02/04/2020","China","2020-02-04T14:13:08",81,0,2,41.9437,122.529
"1631","Liaoning",339,"01/29/2020","China","1/29/20 19:30",39,0,1,41.9437,122.529
"1632","Liaoning",1440,"02/14/2020","China","2020-02-14T15:23:02",119,1,29,41.9437,122.529
"1633","Liaoning",2614,"02/28/2020","China","2020-02-27T14:13:06",121,1,93,41.9437,122.529
"1634","Liaoning",647,"02/03/2020","China","2020-02-03T17:11:34",74,0,1,41.9437,122.529
"1635","Liaoning",14731,"04/13/2020","China","2020-04-13 23:15:42",145,2,136,41.9437,122.529
"1636","Liaoning",20,"01/22/2020","China","1/22/2020 17:00",2,0,0,41.9437,122.529
"1637","Liaoning",2313,"02/25/2020","China","2020-02-25T00:23:03",121,1,83,41.9437,122.529
"1638","Liaoning",3116,"03/03/2020","China","2020-03-03T14:33:03",125,1,106,41.9437,122.529
"1639","Liaoning",580,"02/02/2020","China","2020-02-02T18:03:05",70,0,1,41.9437,122.529
"1640","Liaoning",2138,"02/23/2020","China","2020-02-23T13:33:02",121,1,73,41.9437,122.529
"1641","Liaoning",11535,"04/03/2020","China","2020-04-03 22:52:45",141,2,124,41.9437,122.529
"1642","Liaoning",15691,"04/16/2020","China","2020-04-16 23:38:19",145,2,140,41.9437,122.529
"1643","Liaoning",1891,"02/20/2020","China","2020-02-20T06:23:02",121,1,59,41.9437,122.529
"1644","Liaoning",2223,"02/24/2020","China","2020-02-24T06:53:02",121,1,80,41.9437,122.529
"1645","Liaoning",10592,"03/31/2020","China","2020-03-31 23:49:27",139,2,124,41.9437,122.529
"1646","Liaoning",105,"01/24/2020","China","1/24/20 17:00",4,0,0,41.9437,122.529
"1647","Liaoning",1219,"02/11/2020","China","2020-02-11T12:53:02",111,0,19,41.9437,122.529
"1648","Liaoning",2974,"03/02/2020","China","2020-03-01T12:23:06",122,1,103,41.9437,122.529
"1649","Liaoning",9967,"03/29/2020","China","3/8/20 5:31",134,2,124,41.9437,122.529
"1650","Liaoning",5179,"03/13/2020","China","2020-03-12T09:53:06",125,1,112,41.9437,122.529
"1651","Liaoning",4287,"03/09/2020","China","2020-03-08T05:13:06",125,1,109,41.9437,122.529
"1652","Liaoning",394,"01/30/2020","China","1/30/20 16:00",41,0,1,41.9437,122.529
"1653","Liaoning",2408,"02/26/2020","China","2020-02-26T00:13:05",121,1,88,41.9437,122.529
"1654","Liaoning",4985,"03/12/2020","China","2020-03-12T09:53:06",125,1,112,41.9437,122.529
"1655","Liaoning",12489,"04/06/2020","China","4/6/20 9:37",142,2,128,41.9437,122.529
"1656","Liaoning",3267,"03/04/2020","China","2020-03-03T14:33:03",125,1,106,41.9437,122.529
"1657","Liaoning",452,"01/31/2020","China","1/31/2020 23:59",48,0,1,41.9437,122.529
"1658","Liaoning",142,"01/25/2020","China","1/25/20 17:00",17,0,0,41.9437,122.529
"1659","Liaoning",16011,"04/17/2020","China","2020-04-17 23:38:48",146,2,140,41.9437,122.529
"1660","Liaoning",1147,"02/10/2020","China","2020-02-10T14:03:05",108,0,13,41.9437,122.529
"1661","Liaoning",13129,"04/08/2020","China","2020-04-08 22:59:00",144,2,131,41.9437,122.529
"1662","Liaoning",10905,"04/01/2020","China","2020-04-01 22:04:58",140,2,124,41.9437,122.529
"1663","Liaoning",1740,"02/18/2020","China","2020-02-18T12:53:02",121,1,53,41.9437,122.529
"1664","Liaoning",16331,"04/18/2020","China","2020-04-18 22:40:18",146,2,142,41.9437,122.529
"1665","Liaoning",11220,"04/02/2020","China","4/2/20 8:53",141,2,124,41.9437,122.529
"1666","Liaoning",2728,"02/29/2020","China","2020-02-29T15:33:03",121,1,96,41.9437,122.529
"1667","Liaoning",234,"01/27/2020","China","1/27/20 23:59",27,0,0,41.9437,122.529
"1668","Liaoning",1073,"02/09/2020","China","2020-02-09T12:23:03",107,0,12,41.9437,122.529
"1669","Liaoning",8137,"03/23/2020","China","2020-03-23 23:23:20",127,2,124,41.9437,122.529
"1670","Liaoning",13770,"04/10/2020","China","2020-04-10 23:01:43",144,2,132,41.9437,122.529
"1671","Liaoning",2849,"03/01/2020","China","2020-03-01T12:23:06",122,1,103,41.9437,122.529
"1672","Liaoning",15051,"04/14/2020","China","2020-04-14 23:41:11",145,2,138,41.9437,122.529
"1673","Liaoning",12809,"04/07/2020","China","2020-04-07 23:11:31",144,2,130,41.9437,122.529
"1674","Liaoning",4768,"03/11/2020","China","2020-03-11T02:18:14",125,1,111,41.9437,122.529
"1675","Liaoning",3427,"03/05/2020","China","2020-03-03T14:33:03",125,1,106,41.9437,122.529
"1676","Liaoning",187,"01/26/2020","China","1/26/20 16:00",21,0,0,41.9437,122.529
