"","Province.State","SNo","ObservationDate","Country.Region","Last.Update","Confirmed","Deaths","Recovered","lat","lng"
"700","Guizhou",5956,"03/16/2020","China","2020-03-16T14:38:45",146,2,144,26.843,107.2903
"701","Guizhou",2220,"02/24/2020","China","2020-02-23T12:43:02",146,2,102,26.843,107.2903
"702","Guizhou",8413,"03/24/2020","China","2020-03-24 23:41:50",146,2,144,26.843,107.2903
"703","Guizhou",12469,"04/06/2020","China","4/6/20 9:37",146,2,144,26.843,107.2903
"704","Guizhou",5435,"03/14/2020","China","2020-03-14T00:53:03",146,2,143,26.843,107.2903
"705","Guizhou",3424,"03/05/2020","China","2020-03-02T01:13:06",146,2,114,26.843,107.2903
"706","Guizhou",4028,"03/08/2020","China","2020-03-08T01:13:11",146,2,117,26.843,107.2903
"707","Guizhou",12149,"04/05/2020","China","2020-04-05 23:13:44",146,2,144,26.843,107.2903
"708","Guizhou",7424,"03/21/2020","China","2020-03-18T01:53:03",146,2,144,26.843,107.2903
"709","Guizhou",13109,"04/08/2020","China","2020-04-08 22:59:00",146,2,144,26.843,107.2903
"710","Guizhou",1363,"02/13/2020","China","2020-02-13T10:33:23",135,1,27,26.843,107.2903
"711","Guizhou",13429,"04/09/2020","China","2020-04-09 23:09:19",146,2,144,26.843,107.2903
"712","Guizhou",151,"01/25/2020","China","1/25/20 17:00",4,0,0,26.843,107.2903
"713","Guizhou",46,"01/23/2020","China","1/23/20 17:00",3,0,0,26.843,107.2903
"714","Guizhou",3599,"03/06/2020","China","2020-03-02T01:13:06",146,2,114,26.843,107.2903
"715","Guizhou",4979,"03/12/2020","China","2020-03-12T01:13:06",146,2,137,26.843,107.2903
"716","Guizhou",196,"01/26/2020","China","1/26/20 16:00",5,0,0,26.843,107.2903
"717","Guizhou",3802,"03/07/2020","China","2020-03-07T00:43:01",146,2,115,26.843,107.2903
"718","Guizhou",402,"01/30/2020","China","1/30/20 16:00",12,0,1,26.843,107.2903
"719","Guizhou",12789,"04/07/2020","China","2020-04-07 23:11:31",146,2,144,26.843,107.2903
"720","Guizhou",652,"02/03/2020","China","2020-02-03T01:03:22",46,0,2,26.843,107.2903
"721","Guizhou",6235,"03/17/2020","China","2020-03-17T07:33:03",147,2,144,26.843,107.2903
"722","Guizhou",930,"02/07/2020","China","2020-02-07T11:13:07",81,1,6,26.843,107.2903
"723","Hainan",15352,"04/15/2020","China","2020-04-15 23:04:26",168,6,162,19.5664,109.9497
"724","Hainan",4281,"03/09/2020","China","2020-03-08T04:33:02",168,6,159,19.5664,109.9497
"725","Hainan",1887,"02/20/2020","China","2020-02-20T09:53:02",168,4,86,19.5664,109.9497
"726","Hainan",16632,"04/19/2020","China","2020-04-19 23:49:05",168,6,162,19.5664,109.9497
"727","Hainan",16312,"04/18/2020","China","2020-04-18 22:40:18",168,6,162,19.5664,109.9497
"728","Hainan",15992,"04/17/2020","China","2020-04-17 23:38:48",168,6,162,19.5664,109.9497
"729","Hainan",5173,"03/13/2020","China","2020-03-12T03:53:02",168,6,160,19.5664,109.9497
"730","Hainan",1661,"02/17/2020","China","2020-02-17T11:03:06",163,4,59,19.5664,109.9497
"731","Hainan",1964,"02/21/2020","China","2020-02-21T10:13:09",168,4,95,19.5664,109.9497
"732","Hainan",2403,"02/26/2020","China","2020-02-26T12:43:02",168,5,129,19.5664,109.9497
"733","Hainan",3263,"03/04/2020","China","2020-03-04T10:03:19",168,5,158,19.5664,109.9497
"734","Hainan",9,"01/22/2020","China","1/22/2020 17:00",4,0,0,19.5664,109.9497
"735","Hainan",2132,"02/23/2020","China","2020-02-23T23:23:03",168,5,106,19.5664,109.9497
"736","Hainan",233,"01/27/2020","China","1/27/20 23:59",33,1,0,19.5664,109.9497
"737","Hainan",2218,"02/24/2020","China","2020-02-24T14:53:02",168,5,116,19.5664,109.9497
"738","Hainan",3423,"03/05/2020","China","2020-03-05T06:13:10",168,6,158,19.5664,109.9497
"739","Hainan",927,"02/07/2020","China","2020-02-07T12:33:02",117,2,10,19.5664,109.9497
"740","Hainan",999,"02/08/2020","China","2020-02-08T10:23:04",124,2,14,19.5664,109.9497
"741","Hainan",10260,"03/30/2020","China","3/8/20 5:31",168,6,162,19.5664,109.9497
"742","Hainan",3597,"03/06/2020","China","2020-03-05T06:13:10",168,6,158,19.5664,109.9497
"743","Hainan",649,"02/03/2020","China","2020-02-03T17:11:34",72,1,4,19.5664,109.9497
"744","Hainan",2843,"03/01/2020","China","2020-03-01T10:13:38",168,5,149,19.5664,109.9497
"745","Hainan",1586,"02/16/2020","China","2020-02-16T12:03:06",162,4,52,19.5664,109.9497
"746","Hainan",1811,"02/19/2020","China","2020-02-19T23:43:02",168,4,84,19.5664,109.9497
"747","Hainan",8716,"03/25/2020","China","2020-03-25 23:37:49",168,6,162,19.5664,109.9497
"748","Hainan",12790,"04/07/2020","China","2020-04-07 23:11:31",168,6,162,19.5664,109.9497
"749","Hainan",856,"02/06/2020","China","2020-02-06T11:13:24",106,1,8,19.5664,109.9497
"750","Hainan",2505,"02/27/2020","China","2020-02-27T10:03:07",168,5,131,19.5664,109.9497
"751","Hainan",6230,"03/17/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"752","Hainan",15672,"04/16/2020","China","2020-04-16 23:38:19",168,6,162,19.5664,109.9497
"753","Hainan",451,"01/31/2020","China","1/31/2020 23:59",52,1,1,19.5664,109.9497
"754","Hainan",2048,"02/22/2020","China","2020-02-22T09:53:02",168,4,104,19.5664,109.9497
"755","Hainan",5432,"03/14/2020","China","2020-03-12T03:53:02",168,6,160,19.5664,109.9497
"756","Hainan",13430,"04/09/2020","China","2020-04-09 23:09:19",168,6,162,19.5664,109.9497
"757","Hainan",15032,"04/14/2020","China","2020-04-14 23:41:11",168,6,162,19.5664,109.9497
"758","Hainan",1511,"02/15/2020","China","2020-02-15T11:23:17",162,4,39,19.5664,109.9497
"759","Hainan",4551,"03/10/2020","China","2020-03-08T04:33:02",168,6,159,19.5664,109.9497
"760","Hainan",9637,"03/28/2020","China","3/8/20 5:31",168,6,162,19.5664,109.9497
"761","Hainan",11832,"04/04/2020","China","4/4/20 9:38",168,6,162,19.5664,109.9497
"762","Hainan",514,"02/01/2020","China","2/1/2020 8:43",62,1,1,19.5664,109.9497
"763","Hainan",1071,"02/09/2020","China","2020-02-09T13:33:02",131,3,19,19.5664,109.9497
"764","Hainan",4761,"03/11/2020","China","2020-03-11T02:18:14",168,6,159,19.5664,109.9497
"765","Hainan",9020,"03/26/2020","China","2020-03-26 23:53:24",168,6,162,19.5664,109.9497
"766","Hainan",138,"01/25/2020","China","1/25/20 17:00",19,0,0,19.5664,109.9497
"767","Hainan",9948,"03/29/2020","China","3/8/20 5:31",168,6,162,19.5664,109.9497
"768","Hainan",1736,"02/18/2020","China","2020-02-18T10:43:02",163,4,79,19.5664,109.9497
"769","Hainan",16952,"04/20/2020","China","2020-04-20 23:44:50",168,6,162,19.5664,109.9497
"770","Hainan",5681,"03/15/2020","China","2020-03-12T03:53:02",168,6,160,19.5664,109.9497
"771","Hainan",8118,"03/23/2020","China","2020-03-23 23:23:20",168,6,161,19.5664,109.9497
"772","Hainan",2724,"02/29/2020","China","2020-02-29T23:43:02",168,5,148,19.5664,109.9497
"773","Hainan",10573,"03/31/2020","China","2020-03-31 23:49:27",168,6,162,19.5664,109.9497
"774","Hainan",14072,"04/11/2020","China","2020-04-11 22:52:46",168,6,162,19.5664,109.9497
"775","Hainan",1288,"02/12/2020","China","2020-02-12T17:03:03",157,4,27,19.5664,109.9497
"776","Hainan",47,"01/23/2020","China","1/23/20 17:00",5,0,0,19.5664,109.9497
"777","Hainan",7821,"03/22/2020","China","3/8/20 5:31",168,6,161,19.5664,109.9497
"778","Hainan",4026,"03/08/2020","China","2020-03-08T04:33:02",168,6,159,19.5664,109.9497
"779","Hainan",13110,"04/08/2020","China","2020-04-08 22:59:00",168,6,162,19.5664,109.9497
"780","Hainan",2309,"02/25/2020","China","2020-02-25T12:53:02",168,5,124,19.5664,109.9497
"781","Hainan",285,"01/28/2020","China","1/28/20 23:00",40,1,0,19.5664,109.9497
"782","Hainan",9327,"03/27/2020","China","2020-03-27 23:27:48",168,6,162,19.5664,109.9497
"783","Hainan",717,"02/04/2020","China","2020-02-04T11:33:03",80,1,5,19.5664,109.9497
"784","Hainan",11516,"04/03/2020","China","2020-04-03 22:52:45",168,6,162,19.5664,109.9497
"785","Hainan",4977,"03/12/2020","China","2020-03-12T03:53:02",168,6,160,19.5664,109.9497
"786","Hainan",392,"01/30/2020","China","1/30/20 16:00",46,1,1,19.5664,109.9497
"787","Hainan",338,"01/29/2020","China","1/29/20 19:30",43,1,0,19.5664,109.9497
"788","Hainan",14392,"04/12/2020","China","2020-04-12 23:25:00",168,6,162,19.5664,109.9497
"789","Hainan",1361,"02/13/2020","China","2020-02-13T10:43:03",157,4,30,19.5664,109.9497
"790","Hainan",3799,"03/07/2020","China","2020-03-05T06:13:10",168,6,158,19.5664,109.9497
"791","Hainan",582,"02/02/2020","China","2020-02-02T18:03:05",64,1,4,19.5664,109.9497
"792","Hainan",14712,"04/13/2020","China","2020-04-13 23:15:42",168,6,162,19.5664,109.9497
"793","Hainan",3111,"03/03/2020","China","2020-03-03T23:43:02",168,5,155,19.5664,109.9497
"794","Hainan",10886,"04/01/2020","China","2020-04-01 22:04:58",168,6,162,19.5664,109.9497
"795","Hainan",2969,"03/02/2020","China","2020-03-02T02:03:18",168,5,151,19.5664,109.9497
"796","Hainan",785,"02/05/2020","China","2020-02-05T16:43:04",99,1,5,19.5664,109.9497
"797","Hainan",5948,"03/16/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"798","Hainan",13751,"04/10/2020","China","2020-04-10 23:01:43",168,6,162,19.5664,109.9497
"799","Hainan",12470,"04/06/2020","China","4/6/20 9:37",168,6,162,19.5664,109.9497
"800","Hainan",6805,"03/19/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"801","Hainan",2610,"02/28/2020","China","2020-02-28T08:53:03",168,5,133,19.5664,109.9497
"802","Hainan",11201,"04/02/2020","China","4/2/20 8:53",168,6,162,19.5664,109.9497
"803","Hainan",12150,"04/05/2020","China","2020-04-05 23:13:44",168,6,162,19.5664,109.9497
"804","Hainan",1143,"02/10/2020","China","2020-02-10T09:33:02",138,3,19,19.5664,109.9497
"805","Hainan",185,"01/26/2020","China","1/26/20 16:00",22,0,0,19.5664,109.9497
"806","Hainan",100,"01/24/2020","China","1/24/20 17:00",8,0,0,19.5664,109.9497
"807","Hainan",1436,"02/14/2020","China","2020-02-14T15:23:02",159,4,43,19.5664,109.9497
"808","Hainan",6512,"03/18/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"809","Hainan",7416,"03/21/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"810","Hainan",1215,"02/11/2020","China","2020-02-11T14:33:02",144,3,20,19.5664,109.9497
"811","Hainan",7104,"03/20/2020","China","2020-03-16T14:38:45",168,6,161,19.5664,109.9497
"812","Hainan",8414,"03/24/2020","China","2020-03-24 23:41:50",168,6,162,19.5664,109.9497
"813","Hebei",10,"01/22/2020","China","1/22/2020 17:00",1,0,0,37.8957,114.9042
"814","Hebei",14074,"04/11/2020","China","2020-04-11 22:52:46",327,6,313,37.8957,114.9042
"815","Hebei",14394,"04/12/2020","China","2020-04-12 23:25:00",327,6,313,37.8957,114.9042
"816","Hebei",2604,"02/28/2020","China","2020-02-28T08:53:03",318,6,277,37.8957,114.9042
"817","Hebei",15354,"04/15/2020","China","2020-04-15 23:04:26",327,6,314,37.8957,114.9042
"818","Hebei",2962,"03/02/2020","China","2020-03-02T09:43:05",318,6,296,37.8957,114.9042
"819","Hebei",112,"01/24/2020","China","1/24/20 17:00",2,1,0,37.8957,114.9042
"820","Hebei",8718,"03/25/2020","China","2020-03-25 23:37:49",319,6,310,37.8957,114.9042
"821","Hebei",3103,"03/03/2020","China","2020-03-03T09:33:02",318,6,300,37.8957,114.9042
"822","Hebei",15674,"04/16/2020","China","2020-04-16 23:38:19",328,6,315,37.8957,114.9042
"823","Hebei",2718,"02/29/2020","China","2020-02-29T15:33:03",318,6,282,37.8957,114.9042
"824","Hebei",16634,"04/19/2020","China","2020-04-19 23:49:05",328,6,316,37.8957,114.9042
"825","Hebei",6480,"03/18/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"826","Hebei",7384,"03/21/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"827","Hebei",646,"02/03/2020","China","2020-02-03T00:23:14",113,1,3,37.8957,114.9042
"828","Hebei",15994,"04/17/2020","China","2020-04-17 23:38:48",328,6,316,37.8957,114.9042
"829","Hebei",854,"02/06/2020","China","2020-02-06T13:53:02",157,1,13,37.8957,114.9042
"830","Hebei",1505,"02/15/2020","China","2020-02-15T13:03:04",291,3,101,37.8957,114.9042
"831","Hebei",1430,"02/14/2020","China","2020-02-14T11:13:22",283,3,87,37.8957,114.9042
"832","Hebei",2212,"02/24/2020","China","2020-02-24T14:13:11",311,6,234,37.8957,114.9042
"833","Hebei",713,"02/04/2020","China","2020-02-04T08:53:01",126,1,4,37.8957,114.9042
"834","Hebei",16314,"04/18/2020","China","2020-04-18 22:40:18",328,6,316,37.8957,114.9042
"835","Hebei",2837,"03/01/2020","China","2020-03-01T14:13:18",318,6,294,37.8957,114.9042
"836","Hebei",995,"02/08/2020","China","2020-02-08T11:33:02",195,1,30,37.8957,114.9042
"837","Hebei",9329,"03/27/2020","China","2020-03-27 23:27:48",319,6,310,37.8957,114.9042
"838","Hebei",9022,"03/26/2020","China","2020-03-26 23:53:24",319,6,310,37.8957,114.9042
"839","Hebei",15034,"04/14/2020","China","2020-04-14 23:41:11",327,6,314,37.8957,114.9042
"840","Hebei",1139,"02/10/2020","China","2020-02-10T10:03:02",218,2,41,37.8957,114.9042
"841","Hebei",7079,"03/20/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"842","Hebei",1068,"02/09/2020","China","2020-02-09T12:43:01",206,2,34,37.8957,114.9042
"843","Hebei",7823,"03/22/2020","China","3/8/20 5:31",319,6,310,37.8957,114.9042
"844","Hebei",4273,"03/09/2020","China","2020-03-07T13:03:05",318,6,307,37.8957,114.9042
"845","Hebei",3591,"03/06/2020","China","2020-03-06T03:23:06",318,6,305,37.8957,114.9042
"846","Hebei",1211,"02/11/2020","China","2020-02-11T11:23:04",239,2,48,37.8957,114.9042
"847","Hebei",11203,"04/02/2020","China","4/2/20 8:53",325,6,310,37.8957,114.9042
"848","Hebei",13112,"04/08/2020","China","2020-04-08 22:59:00",327,6,312,37.8957,114.9042
"849","Hebei",5148,"03/12/2020","China","2020-03-11T02:18:29",0,0,0,37.8957,114.9042
"850","Hebei",16954,"04/20/2020","China","2020-04-20 23:44:50",328,6,317,37.8957,114.9042
"851","Hebei",287,"01/28/2020","China","1/28/20 23:00",33,1,0,37.8957,114.9042
"852","Hebei",4749,"03/11/2020","China","2020-03-11T02:18:14",318,6,307,37.8957,114.9042
"853","Hebei",2498,"02/27/2020","China","2020-02-27T12:43:02",317,6,274,37.8957,114.9042
"854","Hebei",3417,"03/05/2020","China","2020-03-05T14:53:03",318,6,304,37.8957,114.9042
"855","Hebei",1882,"02/20/2020","China","2020-02-20T11:13:27",307,5,169,37.8957,114.9042
"856","Hebei",12792,"04/07/2020","China","2020-04-07 23:11:31",327,6,312,37.8957,114.9042
"857","Hebei",147,"01/25/2020","China","1/25/20 17:00",8,1,0,37.8957,114.9042
"858","Hebei",9639,"03/28/2020","China","3/8/20 5:31",319,6,310,37.8957,114.9042
"859","Hebei",2303,"02/25/2020","China","2020-02-25T12:43:02",311,6,248,37.8957,114.9042
"860","Hebei",4927,"03/11/2020","China","2020-03-11T02:18:29",0,0,0,37.8957,114.9042
"861","Hebei",191,"01/26/2020","China","1/26/20 16:00",13,1,0,37.8957,114.9042
"862","Hebei",10262,"03/30/2020","China","3/8/20 5:31",321,6,310,37.8957,114.9042
"863","Hebei",4541,"03/10/2020","China","2020-03-07T13:03:05",318,6,307,37.8957,114.9042
"864","Hebei",13432,"04/09/2020","China","2020-04-09 23:09:19",327,6,313,37.8957,114.9042
"865","Hebei",6776,"03/19/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"866","Hebei",8416,"03/24/2020","China","2020-03-24 23:41:50",319,6,310,37.8957,114.9042
"867","Hebei",5168,"03/13/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"868","Hebei",10575,"03/31/2020","China","2020-03-31 23:49:27",321,6,310,37.8957,114.9042
"869","Hebei",578,"02/02/2020","China","2020-02-02T02:53:02",104,1,3,37.8957,114.9042
"870","Hebei",1357,"02/13/2020","China","2020-02-13T10:33:23",265,3,68,37.8957,114.9042
"871","Hebei",4966,"03/12/2020","China","2020-03-12T05:33:02",318,6,308,37.8957,114.9042
"872","Hebei",5418,"03/14/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"873","Hebei",8120,"03/23/2020","China","2020-03-23 23:23:20",319,6,310,37.8957,114.9042
"874","Hebei",1731,"02/18/2020","China","2020-02-18T23:53:01",306,4,136,37.8957,114.9042
"875","Hebei",337,"01/29/2020","China","1/29/20 19:30",48,1,0,37.8957,114.9042
"876","Hebei",449,"01/31/2020","China","1/31/2020 23:59",82,1,0,37.8957,114.9042
"877","Hebei",3255,"03/04/2020","China","2020-03-04T10:03:19",318,6,301,37.8957,114.9042
"878","Hebei",1284,"02/12/2020","China","2020-02-12T11:13:05",251,2,54,37.8957,114.9042
"879","Hebei",6204,"03/17/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"880","Hebei",5928,"03/16/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"881","Hebei",390,"01/30/2020","China","1/30/20 16:00",65,1,0,37.8957,114.9042
"882","Hebei",11518,"04/03/2020","China","2020-04-03 22:52:45",326,6,310,37.8957,114.9042
"883","Hebei",1958,"02/21/2020","China","2020-02-21T12:53:01",308,5,184,37.8957,114.9042
"884","Hebei",9950,"03/29/2020","China","3/8/20 5:31",319,6,310,37.8957,114.9042
"885","Hebei",3790,"03/07/2020","China","2020-03-07T13:03:05",318,6,307,37.8957,114.9042
"886","Hebei",11834,"04/04/2020","China","4/4/20 9:38",326,6,310,37.8957,114.9042
"887","Hebei",2127,"02/23/2020","China","2020-02-23T11:33:03",311,6,219,37.8957,114.9042
"888","Hebei",238,"01/27/2020","China","1/27/20 23:59",18,1,0,37.8957,114.9042
"889","Hebei",4016,"03/08/2020","China","2020-03-07T13:03:05",318,6,307,37.8957,114.9042
"890","Hebei",783,"02/05/2020","China","2020-02-05T11:23:18",135,1,6,37.8957,114.9042
"891","Hebei",1806,"02/19/2020","China","2020-02-19T13:23:02",306,4,152,37.8957,114.9042
"892","Hebei",1581,"02/16/2020","China","2020-02-16T12:03:06",300,3,105,37.8957,114.9042
"893","Hebei",48,"01/23/2020","China","1/23/20 17:00",1,1,0,37.8957,114.9042
"894","Hebei",13753,"04/10/2020","China","2020-04-10 23:01:43",327,6,313,37.8957,114.9042
"895","Hebei",1656,"02/17/2020","China","2020-02-17T13:03:06",301,3,122,37.8957,114.9042
"896","Hebei",2043,"02/22/2020","China","2020-02-22T12:33:04",309,6,203,37.8957,114.9042
"897","Hebei",2397,"02/26/2020","China","2020-02-26T10:33:02",312,6,261,37.8957,114.9042
"898","Hebei",925,"02/07/2020","China","2020-02-07T12:03:04",172,1,22,37.8957,114.9042
"899","Hebei",14714,"04/13/2020","China","2020-04-13 23:15:42",327,6,313,37.8957,114.9042
"900","Hebei",12472,"04/06/2020","China","4/6/20 9:37",327,6,310,37.8957,114.9042
"901","Hebei",510,"02/01/2020","China","2/1/2020 1:52",96,1,0,37.8957,114.9042
"902","Hebei",5668,"03/15/2020","China","2020-03-13T11:09:03",318,6,310,37.8957,114.9042
"903","Hebei",12152,"04/05/2020","China","2020-04-05 23:13:44",327,6,310,37.8957,114.9042
"904","Hebei",10888,"04/01/2020","China","2020-04-01 22:04:58",323,6,310,37.8957,114.9042
"905","Heilongjiang",4534,"03/10/2020","China","2020-03-10T00:13:18",481,13,434,47.1216,128.7382
"906","Heilongjiang",1502,"02/15/2020","China","2020-02-15T11:43:01",425,11,68,47.1216,128.7382
"907","Heilongjiang",15355,"04/15/2020","China","2020-04-15 23:04:26",841,13,470,47.1216,128.7382
"908","Heilongjiang",7367,"03/21/2020","China","2020-03-20T02:13:46",484,13,463,47.1216,128.7382
"909","Heilongjiang",3251,"03/04/2020","China","2020-03-04T12:53:03",480,13,373,47.1216,128.7382
"910","Heilongjiang",2715,"02/29/2020","China","2020-02-29T12:03:07",480,13,301,47.1216,128.7382
"911","Heilongjiang",5662,"03/15/2020","China","2020-03-15T00:33:02",482,13,453,47.1216,128.7382
"912","Heilongjiang",8719,"03/25/2020","China","2020-03-25 23:37:49",484,13,468,47.1216,128.7382
"913","Heilongjiang",2600,"02/28/2020","China","2020-02-28T04:43:02",480,13,283,47.1216,128.7382
"914","Heilongjiang",7824,"03/22/2020","China","3/8/20 5:31",484,13,466,47.1216,128.7382
"915","Heilongjiang",3100,"03/03/2020","China","2020-03-03T13:03:04",480,13,366,47.1216,128.7382
"916","Heilongjiang",3786,"03/07/2020","China","2020-03-07T09:03:05",481,13,403,47.1216,128.7382
"917","Heilongjiang",340,"01/29/2020","China","1/29/20 19:30",38,1,0,47.1216,128.7382
"918","Heilongjiang",14395,"04/12/2020","China","2020-04-12 23:25:00",684,13,470,47.1216,128.7382
"919","Heilongjiang",14075,"04/11/2020","China","2020-04-11 22:52:46",661,13,470,47.1216,128.7382
"920","Heilongjiang",579,"02/02/2020","China","2020-02-02T03:23:14",95,2,2,47.1216,128.7382
"921","Heilongjiang",4267,"03/09/2020","China","2020-03-09T14:33:03",481,13,430,47.1216,128.7382
"922","Heilongjiang",3412,"03/05/2020","China","2020-03-05T00:23:06",481,13,379,47.1216,128.7382
"923","Heilongjiang",393,"01/30/2020","China","1/30/20 16:00",44,2,0,47.1216,128.7382
"924","Heilongjiang",16315,"04/18/2020","China","2020-04-18 22:40:18",892,13,472,47.1216,128.7382
"925","Heilongjiang",1207,"02/11/2020","China","2020-02-11T11:23:04",360,8,28,47.1216,128.7382
"926","Heilongjiang",15035,"04/14/2020","China","2020-04-14 23:41:11",819,13,470,47.1216,128.7382
"927","Heilongjiang",189,"01/26/2020","China","1/26/20 16:00",15,1,0,47.1216,128.7382
"928","Heilongjiang",1280,"02/12/2020","China","2020-02-12T14:13:08",378,8,31,47.1216,128.7382
"929","Heilongjiang",9023,"03/26/2020","China","2020-03-26 23:53:24",484,13,469,47.1216,128.7382
"930","Heilongjiang",450,"01/31/2020","China","1/31/2020 23:59",59,2,0,47.1216,128.7382
"931","Heilongjiang",5165,"03/13/2020","China","2020-03-13T11:09:03",482,13,446,47.1216,128.7382
"932","Heilongjiang",104,"01/24/2020","China","1/24/20 17:00",4,1,0,47.1216,128.7382
"933","Heilongjiang",1353,"02/13/2020","China","2020-02-13T12:13:06",395,9,33,47.1216,128.7382
"934","Heilongjiang",920,"02/07/2020","China","2020-02-07T07:43:02",277,3,12,47.1216,128.7382
"935","Heilongjiang",2834,"03/01/2020","China","2020-03-01T11:33:03",480,13,342,47.1216,128.7382
"936","Heilongjiang",4960,"03/12/2020","China","2020-03-12T13:13:31",482,13,441,47.1216,128.7382
"937","Heilongjiang",12793,"04/07/2020","China","2020-04-07 23:11:31",544,13,469,47.1216,128.7382
"938","Heilongjiang",1728,"02/18/2020","China","2020-02-18T11:03:12",464,11,111,47.1216,128.7382
"939","Heilongjiang",15995,"04/17/2020","China","2020-04-17 23:38:48",872,13,471,47.1216,128.7382
"940","Heilongjiang",6470,"03/18/2020","China","2020-03-18T11:53:03",482,13,459,47.1216,128.7382
"941","Heilongjiang",237,"01/27/2020","China","1/27/20 23:59",21,1,0,47.1216,128.7382
"942","Heilongjiang",5922,"03/16/2020","China","2020-03-16T14:38:45",482,13,455,47.1216,128.7382
"943","Heilongjiang",644,"02/03/2020","China","2020-02-03T07:13:19",121,2,2,47.1216,128.7382
"944","Heilongjiang",16955,"04/20/2020","China","2020-04-20 23:44:50",905,13,472,47.1216,128.7382
"945","Heilongjiang",9330,"03/27/2020","China","2020-03-27 23:27:48",484,13,469,47.1216,128.7382
"946","Heilongjiang",15675,"04/16/2020","China","2020-04-16 23:38:19",861,13,471,47.1216,128.7382
"947","Heilongjiang",850,"02/06/2020","China","2020-02-06T08:13:06",227,3,8,47.1216,128.7382
"948","Heilongjiang",1879,"02/20/2020","China","2020-02-20T09:43:01",476,12,136,47.1216,128.7382
"949","Heilongjiang",8417,"03/24/2020","China","2020-03-24 23:41:50",484,13,468,47.1216,128.7382
"950","Heilongjiang",3586,"03/06/2020","China","2020-03-06T14:23:04",481,13,396,47.1216,128.7382
"951","Heilongjiang",9640,"03/28/2020","China","3/8/20 5:31",484,13,469,47.1216,128.7382
"952","Heilongjiang",146,"01/25/2020","China","1/25/20 17:00",9,1,0,47.1216,128.7382
"953","Heilongjiang",7059,"03/20/2020","China","2020-03-20T02:13:46",484,13,463,47.1216,128.7382
"954","Heilongjiang",1577,"02/16/2020","China","2020-02-16T13:53:03",445,11,79,47.1216,128.7382
"955","Heilongjiang",13113,"04/08/2020","China","2020-04-08 22:59:00",569,13,470,47.1216,128.7382
"956","Heilongjiang",14715,"04/13/2020","China","2020-04-13 23:15:42",740,13,470,47.1216,128.7382
"957","Heilongjiang",49,"01/23/2020","China","1/23/20 17:00",2,0,0,47.1216,128.7382
"958","Heilongjiang",4012,"03/08/2020","China","2020-03-08T14:43:03",481,13,412,47.1216,128.7382
"959","Heilongjiang",2495,"02/27/2020","China","2020-02-27T12:43:02",480,13,270,47.1216,128.7382
"960","Heilongjiang",5413,"03/14/2020","China","2020-03-14T00:13:05",482,13,447,47.1216,128.7382
"961","Heilongjiang",2124,"02/23/2020","China","2020-02-23T13:43:02",480,12,222,47.1216,128.7382
"962","Heilongjiang",1652,"02/17/2020","China","2020-02-17T08:03:06",457,11,85,47.1216,128.7382
"963","Heilongjiang",2209,"02/24/2020","China","2020-02-24T14:53:02",480,12,227,47.1216,128.7382
"964","Heilongjiang",11519,"04/03/2020","China","2020-04-03 22:52:45",489,13,469,47.1216,128.7382
"965","Heilongjiang",11,"01/22/2020","China","1/22/2020 17:00",0,0,0,47.1216,128.7382
"966","Heilongjiang",710,"02/04/2020","China","2020-02-04T07:43:01",155,2,4,47.1216,128.7382
"967","Heilongjiang",10576,"03/31/2020","China","2020-03-31 23:49:27",484,13,469,47.1216,128.7382
"968","Heilongjiang",16635,"04/19/2020","China","2020-04-19 23:49:05",898,13,472,47.1216,128.7382
"969","Heilongjiang",1803,"02/19/2020","China","2020-02-19T11:03:08",470,12,120,47.1216,128.7382
"970","Heilongjiang",4743,"03/11/2020","China","2020-03-11T11:33:07",482,13,436,47.1216,128.7382
"971","Heilongjiang",13754,"04/10/2020","China","2020-04-10 23:01:43",638,13,470,47.1216,128.7382
"972","Heilongjiang",6760,"03/19/2020","China","2020-03-19T01:02:56",483,13,460,47.1216,128.7382
"973","Heilongjiang",11204,"04/02/2020","China","4/2/20 8:53",488,13,469,47.1216,128.7382
"974","Heilongjiang",288,"01/28/2020","China","1/28/20 23:00",33,1,0,47.1216,128.7382
"975","Heilongjiang",8121,"03/23/2020","China","2020-03-23 23:23:20",484,13,465,47.1216,128.7382
"976","Heilongjiang",2393,"02/26/2020","China","2020-02-26T10:33:02",480,12,249,47.1216,128.7382
"977","Heilongjiang",2959,"03/02/2020","China","2020-03-02T12:53:02",480,13,356,47.1216,128.7382
